id,fecha,province,district,lat,lon,amenity
4613253201,22/03/2020,Lima,San Juan de Miraflores,-12.1884846,-76.9641601,
4754593915,22/03/2020,Lima,Lurigancho,-11.9812218,-76.9002043,
4754593916,22/03/2020,Lima,Lurigancho,-11.9812845,-76.9003403,
4754594022,22/03/2020,Lima,Lurigancho,-11.9811805,-76.9001101,
4754594034,22/03/2020,Lima,Lurigancho,-11.9809535,-76.9002097,
4754594035,22/03/2020,Lima,Lurigancho,-11.9810137,-76.9003129,
4754594036,22/03/2020,Lima,Lurigancho,-11.9810469,-76.9003760,
4754594037,22/03/2020,Lima,Lurigancho,-11.9810831,-76.9004392,
4754594038,22/03/2020,Lima,Lurigancho,-11.9811765,-76.9006287,
4754594039,22/03/2020,Lima,Lurigancho,-11.9813739,-76.9005393,
4334021192,22/03/2020,Lima,Puente Piedra,-11.8821594,-77.0733577,
4334021193,22/03/2020,Lima,Puente Piedra,-11.8821412,-77.0732779,
4334021194,22/03/2020,Lima,Puente Piedra,-11.8823301,-77.0732329,
4334021195,22/03/2020,Lima,Puente Piedra,-11.8823484,-77.0733127,
4343549638,22/03/2020,Lima,Carabayllo,-11.8872607,-77.0248409,
4343549639,22/03/2020,Lima,Carabayllo,-11.8871054,-77.0247467,
2941223402,22/03/2020,Lima,Carabayllo,-11.8876302,-77.0242411,
5960501494,22/03/2020,Lima,Carabayllo,-11.8872965,-77.0244504,
5960501495,22/03/2020,Lima,Carabayllo,-11.8875287,-77.0241232,
5434317064,22/03/2020,Lima,Santiago de Surco,-12.1536544,-77.0115798,
5434317062,22/03/2020,Lima,Santiago de Surco,-12.1531154,-77.0116073,
5434317063,22/03/2020,Lima,Santiago de Surco,-12.1535825,-77.0117815,
5434317065,22/03/2020,Lima,Santiago de Surco,-12.1531872,-77.0114056,
817805406,29/03/2020,Lima,Rímac,-12.0155894,-77.0503976,recycling
2945206426,29/03/2020,Lima,Santiago de Surco,-12.1394877,-77.0029782,waste_basket
2945206429,29/03/2020,Lima,Santiago de Surco,-12.1394119,-76.9996120,recycling
3084074789,29/03/2020,Lima,San Isidro,-12.0940667,-77.0472157,waste_basket
3637902643,29/03/2020,Lima,Santiago de Surco,-12.1351523,-77.0082325,recycling
3840334419,29/03/2020,Callao,Carmen de la Legua Reynoso,-12.0431655,-77.0957980,waste_basket
3840378353,29/03/2020,Callao,Carmen de la Legua Reynoso,-12.0377743,-77.0863927,waste_basket
4005052813,29/03/2020,Lima,Los Olivos,-11.9776869,-77.0737569,recycling
4017389867,29/03/2020,Callao,,-12.0210614,-77.1085826,waste_basket
4031827139,29/03/2020,Lima,San Borja,-12.0860017,-76.9709204,waste_basket
4031839183,29/03/2020,Lima,San Borja,-12.0854098,-76.9710218,waste_basket
4137546392,29/03/2020,Lima,Miraflores,-12.1303084,-77.0176149,recycling
4186250152,29/03/2020,Lima,San Isidro,-12.1016495,-77.0347009,waste_basket
4224812990,29/03/2020,Callao,Ventanilla,-11.8605061,-77.1251434,waste_disposal
4286724048,29/03/2020,Huaral,,-11.5106182,-77.2325278,waste_disposal
4301382547,29/03/2020,Lima,Jesús María,-12.0669860,-77.0410506,waste_basket
4301383511,29/03/2020,Lima,Jesús María,-12.0683639,-77.0433719,waste_basket
4301384096,29/03/2020,Lima,Jesús María,-12.0671328,-77.0413927,waste_basket
4301384097,29/03/2020,Lima,Jesús María,-12.0689547,-77.0436119,waste_basket
4326407397,29/03/2020,Lima,Lima,-12.0697185,-77.0368661,waste_basket
4337322444,29/03/2020,Lima,San Isidro,-12.0945133,-77.0297563,waste_basket
4337322445,29/03/2020,Lima,San Isidro,-12.0942654,-77.0290482,waste_basket
4337337311,29/03/2020,Lima,San Isidro,-12.0935049,-77.0291259,waste_basket
4338646497,29/03/2020,Lima,Lima,-12.0587607,-77.0372083,waste_basket
4352075051,29/03/2020,Lima,San Isidro,-12.0944346,-77.0309994,waste_basket
4352075054,29/03/2020,Lima,San Isidro,-12.0931529,-77.0305429,waste_basket
4352148568,29/03/2020,Lima,Jesús María,-12.0747124,-77.0479919,waste_basket
4358238804,29/03/2020,Lima,Miraflores,-12.1101261,-77.0324463,waste_basket
4380034696,29/03/2020,Lima,Lima,-12.0456345,-77.0312383,waste_basket
4380034720,29/03/2020,Lima,Lima,-12.0452788,-77.0315630,waste_basket
4380040302,29/03/2020,Lima,Lima,-12.0448811,-77.0312874,waste_basket
4380046244,29/03/2020,Lima,Lima,-12.0465805,-77.0310995,waste_basket
4381394560,29/03/2020,Lima,Lima,-12.0403313,-77.0435507,waste_basket
4382834270,29/03/2020,Lima,San Isidro,-12.0983475,-77.0122055,waste_basket
4382834271,29/03/2020,Lima,San Isidro,-12.0983002,-77.0124855,waste_basket
4384211451,29/03/2020,Lima,Lima,-12.0728820,-77.0357067,waste_basket
4384211452,29/03/2020,Lima,Lima,-12.0722760,-77.0357620,waste_basket
4384211477,29/03/2020,Lima,Lima,-12.0714336,-77.0355897,waste_basket
4384527023,29/03/2020,Lima,Lima,-12.0719723,-77.0346058,waste_basket
4384547583,29/03/2020,Lima,Lima,-12.0698247,-77.0331080,waste_basket
4384547584,29/03/2020,Lima,Lima,-12.0698305,-77.0331728,waste_basket
4384547585,29/03/2020,Lima,Lima,-12.0715852,-77.0341585,waste_basket
4403550429,29/03/2020,Lima,Lima,-12.0480513,-77.0371853,waste_basket
4404466758,29/03/2020,Lima,Lima,-12.0431281,-77.0354684,waste_basket
4405039967,29/03/2020,Lima,Lima,-12.0460105,-77.0357510,waste_basket
4405039968,29/03/2020,Lima,Lima,-12.0460456,-77.0356826,waste_basket
4405051196,29/03/2020,Lima,Lima,-12.0435483,-77.0333769,waste_basket
4405084170,29/03/2020,Lima,Lima,-12.0441103,-77.0328329,waste_basket
4405084171,29/03/2020,Lima,Lima,-12.0441276,-77.0327987,waste_basket
4405089127,29/03/2020,Lima,Lima,-12.0459043,-77.0338513,waste_basket
4405089128,29/03/2020,Lima,Lima,-12.0459274,-77.0338895,waste_basket
4408514889,29/03/2020,Lima,Chorrillos,-12.1672738,-77.0247391,waste_basket
4408514989,29/03/2020,Lima,Chorrillos,-12.1671265,-77.0245346,waste_basket
4408515089,29/03/2020,Lima,Chorrillos,-12.1664517,-77.0267065,waste_basket
4416754889,29/03/2020,Lima,Lince,-12.0835253,-77.0315317,waste_basket
4426105390,29/03/2020,Lima,Chorrillos,-12.1678686,-77.0251846,waste_basket
4458435690,29/03/2020,Lima,Chorrillos,-12.1686308,-77.0261960,waste_basket
4467032215,29/03/2020,Lima,Jesús María,-12.0685382,-77.0440786,waste_basket
4475764892,29/03/2020,Lima,Chorrillos,-12.1680009,-77.0254478,waste_basket
4510746475,29/03/2020,Lima,San Borja,-12.0966700,-76.9877033,waste_basket
4510791417,29/03/2020,Lima,San Borja,-12.1031750,-76.9892307,recycling
4510791453,29/03/2020,Lima,San Borja,-12.1000535,-76.9945404,waste_basket
4511212753,29/03/2020,Lima,San Borja,-12.0976476,-76.9810753,waste_basket
4534948891,29/03/2020,Lima,Chorrillos,-12.1963754,-77.0150664,recycling
4553472022,29/03/2020,Lima,San Isidro,-12.1058165,-77.0163431,recycling
4562786644,29/03/2020,Lima,Lima,-12.0572076,-77.0791173,waste_basket
4562811839,29/03/2020,Lima,Lima,-12.0559681,-77.0815408,waste_basket
4591747366,29/03/2020,Lima,Santiago de Surco,-12.1359780,-76.9863252,waste_basket
4637902951,29/03/2020,Lima,Jesús María,-12.0865058,-77.0532582,waste_disposal
4677196190,29/03/2020,Lima,Lima,-12.0526126,-77.0832230,waste_basket
4702613232,29/03/2020,Lima,Lima,-12.0462346,-77.0302297,waste_basket
4709140542,29/03/2020,Lima,Lima,-12.0370195,-77.0804586,waste_basket
4709140574,29/03/2020,Lima,Los Olivos,-11.9969004,-77.0788308,waste_basket
4710380348,29/03/2020,Callao,Carmen de la Legua Reynoso,-12.0378874,-77.0849865,waste_basket
4710754802,29/03/2020,Callao,Carmen de la Legua Reynoso,-12.0411064,-77.0854950,recycling
4719574888,29/03/2020,Callao,Carmen de la Legua Reynoso,-12.0394300,-77.0910591,waste_basket
4721235172,29/03/2020,Lima,Lima,-12.0376471,-77.0802584,waste_basket
4730016454,29/03/2020,Lima,Lima,-12.0578169,-77.0813299,recycling
5032660388,29/03/2020,Lima,Miraflores,-12.1301817,-77.0333151,waste_basket
5032660389,29/03/2020,Lima,Miraflores,-12.1303718,-77.0329640,waste_basket
5054954723,29/03/2020,Callao,,-11.9852618,-77.1258264,waste_basket
5065432236,29/03/2020,Lima,Miraflores,-12.1303068,-77.0261549,waste_basket
5161630592,29/03/2020,Lima,Lima,-12.0653373,-77.0357062,waste_basket
5204796400,29/03/2020,Callao,La Punta,-12.0694052,-77.1629344,waste_basket
5204797936,29/03/2020,Callao,La Punta,-12.0679061,-77.1595716,waste_basket
5204798105,29/03/2020,Callao,La Punta,-12.0679394,-77.1596159,waste_basket
5274217117,29/03/2020,Lima,Lima,-12.0663671,-77.0617985,recycling
5274217680,29/03/2020,Lima,Lima,-12.0674394,-77.0645136,recycling
5419439961,29/03/2020,Lima,San Borja,-12.0983831,-77.0102925,waste_basket
5650687126,29/03/2020,Lima,Lima,-12.0452407,-77.0279123,waste_basket
5652514221,29/03/2020,Lima,Miraflores,-12.1231922,-77.0278479,waste_basket
5652514321,29/03/2020,Lima,Miraflores,-12.1233583,-77.0268602,waste_basket
5664281431,29/03/2020,Lima,Barranco,-12.1353507,-77.0223692,recycling
5757289992,29/03/2020,Lima,Magdalena,-12.0986229,-77.0653149,waste_basket
5757289993,29/03/2020,Lima,Magdalena,-12.0987193,-77.0653572,waste_basket
5757746551,29/03/2020,Lima,Magdalena,-12.0977140,-77.0645134,waste_basket
5757820384,29/03/2020,Lima,Magdalena,-12.0968592,-77.0649898,waste_basket
5757842282,29/03/2020,Lima,Magdalena,-12.0958521,-77.0655634,waste_basket
5757842284,29/03/2020,Lima,Magdalena,-12.0979620,-77.0664243,waste_basket
6124391906,29/03/2020,Lima,Jesús María,-12.0695717,-77.0417018,waste_basket
6124392021,29/03/2020,Lima,Jesús María,-12.0694183,-77.0419454,waste_basket
6124392122,29/03/2020,Lima,Jesús María,-12.0688915,-77.0410073,waste_basket
6125962949,29/03/2020,Lima,Jesús María,-12.0680236,-77.0406705,waste_basket
6125967483,29/03/2020,Lima,Jesús María,-12.0688555,-77.0418202,waste_basket
6128863031,29/03/2020,Lima,La Molina,-12.0708252,-76.9682923,waste_basket
6128863041,29/03/2020,Lima,La Molina,-12.0714693,-76.9690150,waste_basket
6129317638,29/03/2020,Lima,Lima,-12.0664251,-77.0750883,waste_basket
6129317745,29/03/2020,Lima,Jesús María,-12.0707119,-77.0431307,waste_basket
6129318827,29/03/2020,Lima,Lima,-12.0660813,-77.0747117,waste_basket
6129319992,29/03/2020,Lima,Lima,-12.0664569,-77.0749551,waste_basket
6129320120,29/03/2020,Lima,Lima,-12.0664870,-77.0746573,waste_basket
6129320297,29/03/2020,Lima,Lima,-12.0663594,-77.0743912,waste_basket
6129324625,29/03/2020,Lima,Jesús María,-12.0695681,-77.0443576,waste_basket
6297696186,29/03/2020,Lima,Miraflores,-12.1279162,-77.0347675,waste_basket
6297791486,29/03/2020,Lima,Miraflores,-12.1278861,-77.0346603,waste_basket
6302692304,29/03/2020,Lima,Lima,-12.0379145,-77.0818591,waste_basket
6302692308,29/03/2020,Lima,Lima,-12.0377268,-77.0806807,waste_basket
6302692654,29/03/2020,Lima,Lima,-12.0378058,-77.0806664,waste_basket
6365128685,29/03/2020,Cañete,,-13.2398302,-76.3001596,waste_disposal
7058325556,29/03/2020,Lima,Barranco,-12.1465743,-77.0181477,waste_basket
7214074370,29/03/2020,Lima,La Molina,-12.0875610,-76.8970200,waste_basket
7214092314,29/03/2020,Lima,La Molina,-12.0871190,-76.8966712,waste_basket
7214490888,29/03/2020,Lima,La Molina,-12.0895411,-76.9012520,waste_basket
7214490889,29/03/2020,Lima,La Molina,-12.0897361,-76.9012165,waste_basket
7223064430,29/03/2020,Lima,Magdalena,-12.0967539,-77.0667351,recycling
6711242572,29/03/2020,Lima,San Juan de Miraflores,-12.1867520,-76.9656286,
4341628411,29/03/2020,Lima,San Juan de Miraflores,-12.1888587,-76.9648413,
4341628412,29/03/2020,Lima,San Juan de Miraflores,-12.1891053,-76.9645403,
4341628413,29/03/2020,Lima,San Juan de Miraflores,-12.1891722,-76.9643417,
4341628414,29/03/2020,Lima,San Juan de Miraflores,-12.1891345,-76.9637637,
4341628416,29/03/2020,Lima,San Juan de Miraflores,-12.1879842,-76.9643792,
4613253200,29/03/2020,Lima,San Juan de Miraflores,-12.1864886,-76.9649705,
4613253201,29/03/2020,Lima,San Juan de Miraflores,-12.1884846,-76.9641601,
4754593915,29/03/2020,Lima,Lurigancho,-11.9812218,-76.9002043,
4754593916,29/03/2020,Lima,Lurigancho,-11.9812845,-76.9003403,
4754594022,29/03/2020,Lima,Lurigancho,-11.9811805,-76.9001101,
4754594034,29/03/2020,Lima,Lurigancho,-11.9809535,-76.9002097,
4754594035,29/03/2020,Lima,Lurigancho,-11.9810137,-76.9003129,
4754594036,29/03/2020,Lima,Lurigancho,-11.9810469,-76.9003760,
4754594037,29/03/2020,Lima,Lurigancho,-11.9810831,-76.9004392,
4754594038,29/03/2020,Lima,Lurigancho,-11.9811765,-76.9006287,
4754594039,29/03/2020,Lima,Lurigancho,-11.9813739,-76.9005393,
4334021192,29/03/2020,Lima,Puente Piedra,-11.8821594,-77.0733577,
4334021193,29/03/2020,Lima,Puente Piedra,-11.8821412,-77.0732779,
4334021194,29/03/2020,Lima,Puente Piedra,-11.8823301,-77.0732329,
4334021195,29/03/2020,Lima,Puente Piedra,-11.8823484,-77.0733127,
4343549638,29/03/2020,Lima,Carabayllo,-11.8872607,-77.0248409,
4343549639,29/03/2020,Lima,Carabayllo,-11.8871054,-77.0247467,
2941223402,29/03/2020,Lima,Carabayllo,-11.8876302,-77.0242411,
5960501494,29/03/2020,Lima,Carabayllo,-11.8872965,-77.0244504,
5960501495,29/03/2020,Lima,Carabayllo,-11.8875287,-77.0241232,
5434317064,29/03/2020,Lima,Santiago de Surco,-12.1536544,-77.0115798,
5434317062,29/03/2020,Lima,Santiago de Surco,-12.1531154,-77.0116073,
5434317063,29/03/2020,Lima,Santiago de Surco,-12.1535825,-77.0117815,
5434317065,29/03/2020,Lima,Santiago de Surco,-12.1531872,-77.0114056,
817805406,05/04/2020,Lima,Rímac,-12.0155894,-77.0503976,recycling
2945206426,05/04/2020,Lima,Santiago de Surco,-12.1394877,-77.0029782,waste_basket
2945206429,05/04/2020,Lima,Santiago de Surco,-12.1394119,-76.9996120,recycling
3084074789,05/04/2020,Lima,San Isidro,-12.0940667,-77.0472157,waste_basket
3637902643,05/04/2020,Lima,Santiago de Surco,-12.1351523,-77.0082325,recycling
3840334419,05/04/2020,Callao,Carmen de la Legua Reynoso,-12.0431655,-77.0957980,waste_basket
3840378353,05/04/2020,Callao,Carmen de la Legua Reynoso,-12.0377743,-77.0863927,waste_basket
4005052813,05/04/2020,Lima,Los Olivos,-11.9776869,-77.0737569,recycling
4017389867,05/04/2020,Callao,,-12.0210614,-77.1085826,waste_basket
4031827139,05/04/2020,Lima,San Borja,-12.0860017,-76.9709204,waste_basket
4031839183,05/04/2020,Lima,San Borja,-12.0854098,-76.9710218,waste_basket
4137546392,05/04/2020,Lima,Miraflores,-12.1303084,-77.0176149,recycling
4186250152,05/04/2020,Lima,San Isidro,-12.1016495,-77.0347009,waste_basket
4224812990,05/04/2020,Callao,Ventanilla,-11.8605061,-77.1251434,waste_disposal
4286724048,05/04/2020,Huaral,,-11.5106182,-77.2325278,waste_disposal
4301382547,05/04/2020,Lima,Jesús María,-12.0669860,-77.0410506,waste_basket
4301383511,05/04/2020,Lima,Jesús María,-12.0683639,-77.0433719,waste_basket
4301384096,05/04/2020,Lima,Jesús María,-12.0671328,-77.0413927,waste_basket
4301384097,05/04/2020,Lima,Jesús María,-12.0689547,-77.0436119,waste_basket
4326407397,05/04/2020,Lima,Lima,-12.0697185,-77.0368661,waste_basket
4337322444,05/04/2020,Lima,San Isidro,-12.0945133,-77.0297563,waste_basket
4337322445,05/04/2020,Lima,San Isidro,-12.0942654,-77.0290482,waste_basket
4337337311,05/04/2020,Lima,San Isidro,-12.0935049,-77.0291259,waste_basket
4338646497,05/04/2020,Lima,Lima,-12.0587607,-77.0372083,waste_basket
4352075051,05/04/2020,Lima,San Isidro,-12.0944346,-77.0309994,waste_basket
4352075054,05/04/2020,Lima,San Isidro,-12.0931529,-77.0305429,waste_basket
4352148568,05/04/2020,Lima,Jesús María,-12.0747124,-77.0479919,waste_basket
4358238804,05/04/2020,Lima,Miraflores,-12.1101261,-77.0324463,waste_basket
4380034696,05/04/2020,Lima,Lima,-12.0456345,-77.0312383,waste_basket
4380034720,05/04/2020,Lima,Lima,-12.0452788,-77.0315630,waste_basket
4380040302,05/04/2020,Lima,Lima,-12.0448811,-77.0312874,waste_basket
4380046244,05/04/2020,Lima,Lima,-12.0465805,-77.0310995,waste_basket
4381394560,05/04/2020,Lima,Lima,-12.0403313,-77.0435507,waste_basket
4382834270,05/04/2020,Lima,San Isidro,-12.0983475,-77.0122055,waste_basket
4382834271,05/04/2020,Lima,San Isidro,-12.0983002,-77.0124855,waste_basket
4384211451,05/04/2020,Lima,Lima,-12.0728820,-77.0357067,waste_basket
4384211452,05/04/2020,Lima,Lima,-12.0722760,-77.0357620,waste_basket
4384211477,05/04/2020,Lima,Lima,-12.0714336,-77.0355897,waste_basket
4384527023,05/04/2020,Lima,Lima,-12.0719723,-77.0346058,waste_basket
4384547583,05/04/2020,Lima,Lima,-12.0698247,-77.0331080,waste_basket
4384547584,05/04/2020,Lima,Lima,-12.0698305,-77.0331728,waste_basket
4384547585,05/04/2020,Lima,Lima,-12.0715852,-77.0341585,waste_basket
4403550429,05/04/2020,Lima,Lima,-12.0480513,-77.0371853,waste_basket
4404466758,05/04/2020,Lima,Lima,-12.0431281,-77.0354684,waste_basket
4405039967,05/04/2020,Lima,Lima,-12.0460105,-77.0357510,waste_basket
4405039968,05/04/2020,Lima,Lima,-12.0460456,-77.0356826,waste_basket
4405051196,05/04/2020,Lima,Lima,-12.0435483,-77.0333769,waste_basket
4405084170,05/04/2020,Lima,Lima,-12.0441103,-77.0328329,waste_basket
4405084171,05/04/2020,Lima,Lima,-12.0441276,-77.0327987,waste_basket
4405089127,05/04/2020,Lima,Lima,-12.0459043,-77.0338513,waste_basket
4405089128,05/04/2020,Lima,Lima,-12.0459274,-77.0338895,waste_basket
4408514889,05/04/2020,Lima,Chorrillos,-12.1672738,-77.0247391,waste_basket
4408514989,05/04/2020,Lima,Chorrillos,-12.1671265,-77.0245346,waste_basket
4408515089,05/04/2020,Lima,Chorrillos,-12.1664517,-77.0267065,waste_basket
4416754889,05/04/2020,Lima,Lince,-12.0835253,-77.0315317,waste_basket
4426105390,05/04/2020,Lima,Chorrillos,-12.1678686,-77.0251846,waste_basket
4458435690,05/04/2020,Lima,Chorrillos,-12.1686308,-77.0261960,waste_basket
4467032215,05/04/2020,Lima,Jesús María,-12.0685382,-77.0440786,waste_basket
4475764892,05/04/2020,Lima,Chorrillos,-12.1680009,-77.0254478,waste_basket
4510746475,05/04/2020,Lima,San Borja,-12.0966700,-76.9877033,waste_basket
4510791417,05/04/2020,Lima,San Borja,-12.1031750,-76.9892307,recycling
4510791453,05/04/2020,Lima,San Borja,-12.1000535,-76.9945404,waste_basket
4511212753,05/04/2020,Lima,San Borja,-12.0976476,-76.9810753,waste_basket
4534948891,05/04/2020,Lima,Chorrillos,-12.1963754,-77.0150664,recycling
4553472022,05/04/2020,Lima,San Isidro,-12.1058165,-77.0163431,recycling
4562786644,05/04/2020,Lima,Lima,-12.0572076,-77.0791173,waste_basket
4562811839,05/04/2020,Lima,Lima,-12.0559681,-77.0815408,waste_basket
4591747366,05/04/2020,Lima,Santiago de Surco,-12.1359780,-76.9863252,waste_basket
4637902951,05/04/2020,Lima,Jesús María,-12.0865058,-77.0532582,waste_disposal
4677196190,05/04/2020,Lima,Lima,-12.0526126,-77.0832230,waste_basket
4702613232,05/04/2020,Lima,Lima,-12.0462346,-77.0302297,waste_basket
4709140542,05/04/2020,Lima,Lima,-12.0370195,-77.0804586,waste_basket
4709140574,05/04/2020,Lima,Los Olivos,-11.9969004,-77.0788308,waste_basket
4710380348,05/04/2020,Callao,Carmen de la Legua Reynoso,-12.0378874,-77.0849865,waste_basket
4710754802,05/04/2020,Callao,Carmen de la Legua Reynoso,-12.0411064,-77.0854950,recycling
4719574888,05/04/2020,Callao,Carmen de la Legua Reynoso,-12.0394300,-77.0910591,waste_basket
4721235172,05/04/2020,Lima,Lima,-12.0376471,-77.0802584,waste_basket
4730016454,05/04/2020,Lima,Lima,-12.0578169,-77.0813299,recycling
5032660388,05/04/2020,Lima,Miraflores,-12.1301817,-77.0333151,waste_basket
5032660389,05/04/2020,Lima,Miraflores,-12.1303718,-77.0329640,waste_basket
5054954723,05/04/2020,Callao,,-11.9852618,-77.1258264,waste_basket
5065432236,05/04/2020,Lima,Miraflores,-12.1303068,-77.0261549,waste_basket
5161630592,05/04/2020,Lima,Lima,-12.0653373,-77.0357062,waste_basket
5204796400,05/04/2020,Callao,La Punta,-12.0694052,-77.1629344,waste_basket
5204797936,05/04/2020,Callao,La Punta,-12.0679061,-77.1595716,waste_basket
5204798105,05/04/2020,Callao,La Punta,-12.0679394,-77.1596159,waste_basket
5274217117,05/04/2020,Lima,Lima,-12.0663671,-77.0617985,recycling
5274217680,05/04/2020,Lima,Lima,-12.0674394,-77.0645136,recycling
5419439961,05/04/2020,Lima,San Borja,-12.0983831,-77.0102925,waste_basket
5650687126,05/04/2020,Lima,Lima,-12.0452407,-77.0279123,waste_basket
5652514221,05/04/2020,Lima,Miraflores,-12.1231922,-77.0278479,waste_basket
5652514321,05/04/2020,Lima,Miraflores,-12.1233583,-77.0268602,waste_basket
5664281431,05/04/2020,Lima,Barranco,-12.1353507,-77.0223692,recycling
5757289992,05/04/2020,Lima,Magdalena,-12.0986229,-77.0653149,waste_basket
5757289993,05/04/2020,Lima,Magdalena,-12.0987193,-77.0653572,waste_basket
5757746551,05/04/2020,Lima,Magdalena,-12.0977140,-77.0645134,waste_basket
5757820384,05/04/2020,Lima,Magdalena,-12.0968592,-77.0649898,waste_basket
5757842282,05/04/2020,Lima,Magdalena,-12.0958521,-77.0655634,waste_basket
5757842284,05/04/2020,Lima,Magdalena,-12.0979620,-77.0664243,waste_basket
6124391906,05/04/2020,Lima,Jesús María,-12.0695717,-77.0417018,waste_basket
6124392021,05/04/2020,Lima,Jesús María,-12.0694183,-77.0419454,waste_basket
6124392122,05/04/2020,Lima,Jesús María,-12.0688915,-77.0410073,waste_basket
6125962949,05/04/2020,Lima,Jesús María,-12.0680236,-77.0406705,waste_basket
6125967483,05/04/2020,Lima,Jesús María,-12.0688555,-77.0418202,waste_basket
6128863031,05/04/2020,Lima,La Molina,-12.0708252,-76.9682923,waste_basket
6128863041,05/04/2020,Lima,La Molina,-12.0714693,-76.9690150,waste_basket
6129317638,05/04/2020,Lima,Lima,-12.0664251,-77.0750883,waste_basket
6129317745,05/04/2020,Lima,Jesús María,-12.0707119,-77.0431307,waste_basket
6129318827,05/04/2020,Lima,Lima,-12.0660813,-77.0747117,waste_basket
6129319992,05/04/2020,Lima,Lima,-12.0664569,-77.0749551,waste_basket
6129320120,05/04/2020,Lima,Lima,-12.0664870,-77.0746573,waste_basket
6129320297,05/04/2020,Lima,Lima,-12.0663594,-77.0743912,waste_basket
6129324625,05/04/2020,Lima,Jesús María,-12.0695681,-77.0443576,waste_basket
6297696186,05/04/2020,Lima,Miraflores,-12.1279162,-77.0347675,waste_basket
6297791486,05/04/2020,Lima,Miraflores,-12.1278861,-77.0346603,waste_basket
6302692304,05/04/2020,Lima,Lima,-12.0379145,-77.0818591,waste_basket
6302692308,05/04/2020,Lima,Lima,-12.0377268,-77.0806807,waste_basket
6302692654,05/04/2020,Lima,Lima,-12.0378058,-77.0806664,waste_basket
6365128685,05/04/2020,Cañete,,-13.2398302,-76.3001596,waste_disposal
7058325556,05/04/2020,Lima,Barranco,-12.1465743,-77.0181477,waste_basket
7214074370,05/04/2020,Lima,La Molina,-12.0875610,-76.8970200,waste_basket
7214092314,05/04/2020,Lima,La Molina,-12.0871190,-76.8966712,waste_basket
7214490888,05/04/2020,Lima,La Molina,-12.0895411,-76.9012520,waste_basket
7214490889,05/04/2020,Lima,La Molina,-12.0897361,-76.9012165,waste_basket
7223064430,05/04/2020,Lima,Magdalena,-12.0967539,-77.0667351,recycling
6711242572,05/04/2020,Lima,San Juan de Miraflores,-12.1867520,-76.9656286,
4341628411,05/04/2020,Lima,San Juan de Miraflores,-12.1888587,-76.9648413,
4341628412,05/04/2020,Lima,San Juan de Miraflores,-12.1891053,-76.9645403,
4341628413,05/04/2020,Lima,San Juan de Miraflores,-12.1891722,-76.9643417,
4341628414,05/04/2020,Lima,San Juan de Miraflores,-12.1891345,-76.9637637,
4341628416,05/04/2020,Lima,San Juan de Miraflores,-12.1879842,-76.9643792,
4613253200,05/04/2020,Lima,San Juan de Miraflores,-12.1864886,-76.9649705,
4613253201,05/04/2020,Lima,San Juan de Miraflores,-12.1884846,-76.9641601,
4754593915,05/04/2020,Lima,Lurigancho,-11.9812218,-76.9002043,
4754593916,05/04/2020,Lima,Lurigancho,-11.9812845,-76.9003403,
4754594022,05/04/2020,Lima,Lurigancho,-11.9811805,-76.9001101,
4754594034,05/04/2020,Lima,Lurigancho,-11.9809535,-76.9002097,
4754594035,05/04/2020,Lima,Lurigancho,-11.9810137,-76.9003129,
4754594036,05/04/2020,Lima,Lurigancho,-11.9810469,-76.9003760,
4754594037,05/04/2020,Lima,Lurigancho,-11.9810831,-76.9004392,
4754594038,05/04/2020,Lima,Lurigancho,-11.9811765,-76.9006287,
4754594039,05/04/2020,Lima,Lurigancho,-11.9813739,-76.9005393,
4334021192,05/04/2020,Lima,Puente Piedra,-11.8821594,-77.0733577,
4334021193,05/04/2020,Lima,Puente Piedra,-11.8821412,-77.0732779,
4334021194,05/04/2020,Lima,Puente Piedra,-11.8823301,-77.0732329,
4334021195,05/04/2020,Lima,Puente Piedra,-11.8823484,-77.0733127,
4343549638,05/04/2020,Lima,Carabayllo,-11.8872607,-77.0248409,
4343549639,05/04/2020,Lima,Carabayllo,-11.8871054,-77.0247467,
2941223402,05/04/2020,Lima,Carabayllo,-11.8876302,-77.0242411,
5960501494,05/04/2020,Lima,Carabayllo,-11.8872965,-77.0244504,
5960501495,05/04/2020,Lima,Carabayllo,-11.8875287,-77.0241232,
5434317064,05/04/2020,Lima,Santiago de Surco,-12.1536544,-77.0115798,
5434317062,05/04/2020,Lima,Santiago de Surco,-12.1531154,-77.0116073,
5434317063,05/04/2020,Lima,Santiago de Surco,-12.1535825,-77.0117815,
5434317065,05/04/2020,Lima,Santiago de Surco,-12.1531872,-77.0114056,
817805406,12/04/2020,Lima,Rímac,-12.0155894,-77.0503976,recycling
2945206426,12/04/2020,Lima,Santiago de Surco,-12.1394877,-77.0029782,waste_basket
2945206429,12/04/2020,Lima,Santiago de Surco,-12.1394119,-76.9996120,recycling
3084074789,12/04/2020,Lima,San Isidro,-12.0940667,-77.0472157,waste_basket
3637902643,12/04/2020,Lima,Santiago de Surco,-12.1351523,-77.0082325,recycling
3840334419,12/04/2020,Callao,Carmen de la Legua Reynoso,-12.0431655,-77.0957980,waste_basket
3840378353,12/04/2020,Callao,Carmen de la Legua Reynoso,-12.0377743,-77.0863927,waste_basket
4005052813,12/04/2020,Lima,Los Olivos,-11.9776869,-77.0737569,recycling
