Fecha,Ubigeo,Semana,Clima,Pluvio_Min,Pluvio_Max,Nubosidad,Presión,Viento_Min,Viento_Max,Temp_Min,Temp_Max,Punto_Rocío
2023-05-22,150103,21,,,,,1014.0,3.0,13.0,,,
2023-05-23,150103,21,Niebla,0.0,0.0,0.4,,,,19.0,24.0,18.0
2023-05-31,150103,22,Niebla,0.0,0.0,0.2,1015.0,6.0,14.0,18.0,21.0,17.0
2023-06-01,150103,22,Despejado,0.0,0.0,0.4,1013.0,4.0,13.0,17.0,21.0,17.0
2023-06-08,150103,23,Niebla,0.0,0.0,0.3,1016.0,4.0,11.0,18.0,23.0,17.0
2023-06-15,150103,24,Niebla,0.0,0.0,0.0,1014.0,6.0,12.0,17.0,22.0,15.0
2024-01-01,150103,1,Despejado,0.0,0.0,1.0,1016.0,6.0,12.0,19.0,26.0,19.0
2024-01-08,150103,2,Despejado,0.0,0.0,1.0,1013.0,5.0,16.0,19.0,27.0,19.0
2024-01-15,150103,3,,,,,1014.0,8.0,14.0,,,
2024-01-16,150103,3,Despejado,0.8,0.0,1.0,,,,19.0,28.0,19.0
2024-01-22,150103,4,,,,,1013.0,6.0,14.0,,,
2024-01-23,150103,4,Despejado,0.0,0.0,0.9,,,,21.0,28.0,20.0
2024-01-31,150103,5,Despejado,0.0,0.0,0.9,1015.0,6.0,20.0,21.0,31.0,21.0
2024-02-01,150103,5,Despejado,0.4,0.0,1.0,1016.0,4.0,15.0,22.0,30.0,20.0
2024-02-08,150103,6,Despejado,0.0,0.0,1.0,1012.0,4.0,16.0,22.0,30.0,21.0
2024-02-15,150103,7,Despejado,0.0,0.0,0.5,1013.0,3.0,0.0,22.0,31.0,20.0
2024-02-22,150103,8,Despejado,0.0,0.0,0.6,1014.0,4.0,19.0,22.0,29.0,20.0
2024-02-29,150103,9,Niebla,0.0,0.0,0.6,1014.0,2.0,15.0,21.0,31.0,20.0
2024-03-01,150103,9,Niebla,0.0,0.0,0.9,1016.0,4.0,13.0,21.0,28.0,21.0
2024-03-08,150103,10,Despejado,0.0,0.0,0.7,1012.0,4.0,15.0,21.0,31.0,20.0
2024-03-15,150103,11,,,,,1011.0,3.0,17.0,,,
2024-03-16,150103,11,Despejado,0.0,0.0,0.4,,,,19.0,29.0,19.0
2024-03-22,150103,12,,,,,1014.0,6.0,16.0,,,
2024-03-23,150103,12,Niebla,0.0,0.0,0.7,,,,20.0,30.0,21.0
2024-03-31,150103,13,Despejado,0.0,0.0,0.7,1015.0,6.0,18.0,20.0,27.0,21.0
2024-04-01,150103,14,Despejado,0.2,0.0,0.7,1017.0,4.0,16.0,20.0,28.0,19.0
2024-04-08,150103,15,Niebla,0.0,0.0,0.6,1015.0,6.0,14.0,19.0,25.0,19.0
2024-04-15,150103,16,Niebla,0.0,0.0,0.2,1013.0,4.0,15.0,19.0,26.0,19.0
2024-04-22,150103,17,Niebla,0.0,0.0,0.4,1015.0,6.0,16.0,19.0,29.0,18.0
2024-04-30,150103,18,Despejado,0.0,0.0,0.2,1013.0,4.0,15.0,20.0,27.0,17.0
2020-01-01,150104,1,Niebla,0.0,0.0,0.8,1012.0,4.0,12.0,19.0,23.0,19.0
2020-01-08,150104,2,Despejado,0.0,0.0,0.7,1013.0,6.0,14.0,20.0,24.0,19.0
2020-01-15,150104,3,,,,,1009.0,4.0,12.0,,,
2020-01-16,150104,3,Despejado,0.0,0.0,0.4,,,,20.25,23.0,19.0
2020-01-22,150104,4,,,,,1013.0,5.0,9.0,,,
2020-01-23,150104,4,Despejado,0.0,0.0,0.7,,,,21.0,24.0,18.0
2020-01-31,150104,5,Despejado,0.0,0.0,1.0,1010.0,5.0,14.0,21.0,25.0,19.0
2020-02-01,150104,5,Despejado,0.0,0.0,1.0,1011.0,5.0,10.0,22.0,24.0,21.0
2020-02-08,150104,6,Niebla,0.0,0.0,0.7,1011.0,4.0,11.0,20.0,26.0,20.0
2020-02-15,150104,7,Despejado,0.0,0.0,0.5,1010.0,8.0,11.0,21.0,25.0,20.0
2020-02-22,150104,8,Despejado,0.0,0.0,1.0,1012.0,3.0,7.0,21.0,25.0,20.0
2020-02-29,150104,9,Despejado,0.0,0.0,0.4,1012.0,6.0,10.0,23.0,25.0,20.0
2020-03-01,150104,9,Niebla,0.0,0.0,0.9,1012.0,3.0,10.0,22.0,24.0,21.0
2020-03-08,150104,10,Despejado,0.0,0.0,0.1,1012.0,3.0,8.0,21.0,25.0,18.0
2020-03-15,150104,11,,,,,1012.0,6.0,9.0,,,
2020-03-16,150104,12,Niebla,0.0,0.0,0.9,,,,21.0,24.0,21.0
2020-03-22,150104,12,,,,,1012.0,2.0,11.0,,,
2020-03-23,150104,13,Despejado,0.0,0.0,0.7,,,,21.0,25.0,19.0
2020-03-31,150104,14,Niebla,0.0,0.0,1.0,1011.0,2.0,10.0,20.0,23.0,21.0
2020-04-01,150104,14,Despejado,0.2,0.0,0.6,1011.0,4.0,9.0,21.0,25.0,20.0
2020-04-08,150104,15,Niebla,0.0,0.0,0.5,1012.0,3.0,14.0,19.0,23.0,19.0
2020-04-15,150104,16,Despejado,0.0,0.0,0.3,1012.0,5.0,8.0,20.0,25.0,19.0
2020-04-22,150104,17,Despejado,0.0,0.0,0.2,1013.0,6.0,12.0,19.0,22.0,18.0
2020-04-30,150104,18,Despejado,0.0,0.0,0.3,1012.0,1.0,10.0,18.0,22.0,17.0
2020-05-01,150104,18,Despejado,0.0,0.0,0.1,1014.0,3.0,8.0,19.0,22.0,16.0
2020-05-08,150104,19,Niebla,0.0,0.0,0.7,1013.0,3.0,12.0,17.0,22.0,18.0
2020-05-15,150104,20,,,,,1012.0,5.0,10.0,,,
2020-05-16,150104,20,Despejado,0.0,0.0,0.8,,,,17.0,20.0,17.0
2020-05-22,150104,21,,,,,1013.0,5.0,13.0,,,
2020-05-23,150104,21,Despejado,0.0,0.0,1.0,,,,14.0,18.0,14.0
2020-05-31,150104,22,Despejado,0.0,0.0,0.7,1017.0,8.0,14.0,16.0,20.0,16.0
2020-06-01,150104,23,Despejado,0.0,0.0,0.8,1016.0,4.0,13.0,16.0,20.0,17.0
2020-06-08,150104,24,Despejado,0.0,0.0,0.4,1015.0,6.0,9.0,15.0,19.0,15.0
2021-01-08,150104,1,Despejado,0.0,0.0,0.7,1012.0,9.0,11.0,19.33333333333333,24.0,19.0
2021-01-15,150104,2,,,,,1012.0,4.0,12.0,,,
2021-01-16,150104,2,Despejado,0.0,0.0,0.4,,,,20.0,23.0,18.0
2021-01-22,150104,3,,,,,1011.0,4.0,9.0,,,
2021-01-23,150104,3,Niebla,0.0,0.0,0.6,,,,19.33333333333333,24.0,19.0
2021-01-31,150104,4,Despejado,0.3,0.0,0.1,1010.0,6.0,8.0,19.0,23.0,17.0
2021-02-01,150104,5,Despejado,0.0,0.0,0.6,1011.0,3.0,12.0,19.0,22.0,16.0
2021-02-07,150104,5,Despejado,0.7,0.0,0.4,,,,20.0,24.0,19.0
2021-02-08,150104,6,,,,,1012.0,5.0,12.0,,,
2021-02-14,150104,6,Despejado,0.0,0.0,0.4,,,,20.0,24.0,20.0
2021-02-15,150104,7,,,,,1013.0,3.0,10.0,,,
2021-02-21,150104,7,Niebla,0.0,0.0,0.3,,,,19.0,23.0,18.0
2021-02-22,150104,8,,,,,1011.0,3.0,12.0,,,
2021-02-28,150104,8,Niebla,0.0,0.0,0.2,1011.75,5.0,9.0,19.0,24.0,19.0
2021-03-01,150104,9,Despejado,0.0,0.0,0.2,673.6666666666666,5.0,10.0,20.0,25.0,18.0
2021-03-08,150104,10,Niebla,0.0,0.0,0.1,673.6666666666666,4.0,12.0,21.0,25.0,19.0
2021-03-15,150104,11,,,,,0.0,3.0,10.0,,,
2021-03-16,150104,11,Despejado,0.0,0.0,0.4,,,,21.0,25.0,19.0
2021-03-22,150104,12,,,,,1012.0,6.0,8.0,,,
2021-03-23,150104,12,Despejado,0.0,0.0,0.1,,,,20.0,24.0,18.0
2021-03-31,150104,13,Despejado,0.0,0.0,0.2,1009.0,4.0,13.0,18.0,22.0,17.0
2021-04-01,150104,13,Despejado,0.0,0.0,0.1,1010.0,2.0,10.0,17.75,22.0,19.0
2021-04-08,150104,14,Niebla,0.0,0.0,0.2,1012.0,3.0,11.0,19.0,23.0,19.0
2021-04-15,150104,15,Niebla,0.0,0.0,0.7,1012.0,8.0,13.0,19.0,21.0,17.0
2021-04-22,150104,16,Niebla,0.0,0.0,0.6,1013.0,5.0,13.0,17.0,20.0,16.0
2021-04-30,150104,17,Niebla,0.0,0.0,0.6,1015.0,3.0,11.0,16.0,21.0,17.0
2021-05-01,150104,17,Niebla,0.0,0.0,0.6,1015.0,4.0,11.0,17.0,20.0,17.0
2021-05-08,150104,18,Despejado,0.0,0.0,0.3,1015.0,9.0,16.0,17.0,20.0,15.0
2021-05-15,150104,19,,,,,1014.0,4.0,12.0,,,
2021-05-16,150104,19,Despejado,0.0,0.0,0.3,,,,16.75,18.0,16.0
2021-05-22,150104,20,,,,,1014.0,6.0,10.0,,,
2021-05-23,150104,20,Despejado,0.0,0.0,0.0,,,,17.0,20.0,14.0
2021-05-31,150104,22,Despejado,0.0,0.0,0.5,1015.0,8.0,11.0,16.0,19.0,15.0
2021-06-01,150104,22,Despejado,0.0,0.0,1.0,1015.0,10.0,16.0,17.0,17.0,15.0
2021-06-08,150104,23,Despejado,0.0,0.0,0.7,1015.0,4.0,11.0,17.0,19.0,13.0
2021-06-15,150104,24,Despejado,0.0,0.0,0.2,1018.0,4.0,12.0,16.666666666666668,20.0,16.0
2022-01-08,150104,1,Despejado,0.0,0.0,0.2,1015.0,5.0,13.0,20.0,22.0,19.0
2022-01-15,150104,2,,,,,1014.0,8.0,11.0,,,
2022-01-16,150104,2,Despejado,0.0,0.0,0.5,,,,20.0,24.0,19.0
2022-01-22,150104,3,,,,,1013.0,8.0,13.0,,,
2022-01-23,150104,3,Despejado,0.0,0.0,0.6,,,,20.0,24.0,19.0
2022-01-31,150104,5,Despejado,0.0,0.0,0.6,1013.0,6.0,13.0,19.0,24.0,18.0
2022-02-01,150104,5,Despejado,0.0,0.0,0.4,1012.0,6.0,15.0,19.0,23.0,18.0
2022-02-07,150104,6,Niebla,0.0,0.0,0.5,,,,19.0,22.0,17.0
2022-02-08,150104,6,,,,,1013.0,1.0,12.0,,,
2022-02-14,150104,7,Despejado,0.0,0.0,0.1,,,,19.0,24.0,18.0
2022-02-15,150104,7,,,,,1012.0,4.0,13.0,,,
2022-02-21,150104,8,Niebla,0.0,0.0,0.7,,,,19.0,23.0,19.0
2022-02-22,150104,8,,,,,1012.0,4.0,8.0,,,
2022-02-28,150104,9,Niebla,0.0,0.0,0.7,1012.0,5.0,12.0,19.0,24.0,18.0
2022-03-01,150104,9,Niebla,0.0,0.0,0.4,1011.0,3.0,13.0,18.0,23.0,18.0
2022-03-08,150104,10,Niebla,0.0,0.0,0.3,1011.0,3.0,10.0,20.0,27.0,19.0
2022-03-15,150104,11,,,,,1011.0,5.0,14.0,,,
2022-03-16,150104,11,Despejado,0.0,0.0,0.6,,,,20.0,24.0,17.0
2022-03-22,150104,12,,,,,1010.0,6.0,12.0,,,
2022-03-23,150104,12,Niebla,0.0,0.0,0.5,,,,19.0,21.0,17.0
2022-03-31,150104,13,Despejado,0.0,0.0,0.1,1010.0,5.0,13.0,19.25,23.0,16.0
2022-04-01,150104,13,Niebla,0.0,0.0,0.8,1012.0,3.0,13.0,18.0,21.0,15.0
2022-04-08,150104,14,Niebla,0.0,0.0,0.6,1011.0,7.0,11.0,18.0,22.0,17.0
2022-04-15,150104,15,Niebla,0.0,0.0,0.8,1013.0,8.0,12.0,18.0,19.0,16.0
2022-04-22,150104,16,Niebla,0.0,0.0,0.6,1014.0,9.0,13.0,18.0,20.0,16.0
2022-04-30,150104,17,Niebla,0.0,0.0,0.2,1011.0,5.0,10.0,16.0,20.0,16.0
2022-05-01,150104,17,Niebla,0.0,0.0,0.5,1011.0,3.0,12.0,15.25,20.0,15.0
2022-05-08,150104,18,Despejado,0.0,0.0,0.5,1015.0,7.0,13.0,16.0,19.0,15.0
2022-05-15,150104,19,,,,,1014.0,4.0,10.0,,,
2022-05-16,150104,20,Despejado,0.0,0.0,0.2,,,,16.0,19.0,16.0
2022-05-22,150104,20,,,,,1017.0,4.0,11.0,,,
2022-05-23,150104,21,Despejado,0.0,0.0,0.5,,,,15.0,18.0,14.0
2022-05-31,150104,22,Niebla,0.0,0.0,0.1,1016.0,3.0,13.0,14.0,19.0,14.0
2022-06-01,150104,22,Despejado,0.0,0.0,0.4,1016.0,5.0,16.0,14.0,18.0,14.0
2022-06-08,150104,23,Despejado,0.0,0.0,0.8,1018.0,3.0,11.0,16.0,20.0,15.0
2022-06-15,150104,24,Despejado,0.0,0.0,0.0,1019.0,6.0,12.0,14.0,18.0,13.0
2023-01-08,150104,1,Niebla,0.0,0.0,0.3,1015.0,5.0,13.0,19.0,23.0,18.0
2023-01-15,150104,2,,,,,1014.0,4.0,14.0,,,
2023-01-16,150104,3,Niebla,0.0,0.0,0.7,,,,19.0,23.0,18.0
2023-01-22,150104,3,,,,,1011.0,6.0,13.0,,,
2023-01-23,150104,4,Niebla,0.0,0.0,0.2,,,,19.0,24.0,18.0
2023-01-31,150104,5,Niebla,0.0,0.0,0.6,1011.0,6.0,13.0,22.0,24.0,19.0
2023-02-01,150104,5,Niebla,0.0,0.0,0.3,1012.0,5.0,13.0,21.0,24.0,19.0
2023-02-07,150104,6,Despejado,0.0,0.0,0.2,,,,22.0,25.0,21.0
2023-02-08,150104,6,,,,,1009.0,5.0,13.0,,,
2023-02-14,150104,7,Despejado,0.0,0.0,0.7,,,,22.0,25.0,21.0
2023-02-15,150104,7,,,,,1011.0,3.0,14.0,,,
2023-02-21,150104,8,Despejado,0.0,0.0,0.6,,,,22.0,27.0,22.0
2023-02-22,150104,8,,,,,1011.0,7.0,18.0,,,
2023-02-28,150104,9,Despejado,0.0,0.0,0.4,1011.0,6.0,15.0,22.0,27.0,19.0
2023-03-01,150104,9,Despejado,0.0,0.0,0.1,1010.0,9.0,16.0,22.0,25.0,20.0
2023-03-08,150104,10,Despejado,0.0,0.0,0.0,1010.0,6.0,16.0,22.666666666666668,26.0,21.0
2023-03-15,150104,11,,,,,1013.0,4.0,11.0,,,
2023-03-16,150104,11,Niebla,0.0,0.0,0.1,,,,22.666666666666668,26.0,21.0
2023-03-22,150104,12,,,,,1011.0,5.0,15.0,,,
2023-03-23,150104,12,Despejado,0.0,0.0,0.2,,,,23.0,26.0,20.0
2023-03-31,150104,13,Despejado,0.0,0.0,0.6,1010.0,6.0,17.0,23.0,26.0,22.0
2023-04-01,150104,13,Despejado,0.1,0.0,0.4,1011.0,7.0,15.0,23.0,26.0,22.0
2023-04-08,150104,14,Despejado,0.0,0.0,0.2,1010.0,12.0,15.0,23.0,27.0,21.0
2023-04-15,150104,15,Despejado,0.0,0.0,0.4,1011.0,7.0,12.0,23.0,26.0,20.0
2023-04-22,150104,16,Despejado,0.0,0.0,0.2,1011.0,10.0,17.0,22.0,26.0,19.0
2023-04-30,150104,17,Despejado,0.0,0.0,0.2,1013.0,14.0,17.0,23.0,24.0,20.0
2023-05-01,150104,18,Despejado,0.0,0.0,0.3,1012.0,10.0,19.0,22.0,26.0,19.0
2023-05-08,150104,19,Despejado,0.0,0.0,0.5,1011.0,10.0,16.0,19.0,22.0,19.0
2023-05-15,150104,20,,,,,1014.0,12.0,13.0,,,
2023-05-16,150104,20,Despejado,0.0,0.0,0.3,,,,20.0,24.0,19.0
2023-05-22,150104,21,,,,,1012.0,8.0,15.0,,,
2023-05-23,150104,21,Despejado,0.0,0.0,0.3,,,,20.0,24.0,19.0
2023-05-31,150104,22,Despejado,0.0,0.0,0.2,1015.0,11.0,13.0,19.0,22.0,16.0
2023-06-01,150104,22,Despejado,0.0,0.0,0.4,1014.0,10.0,15.0,19.0,23.0,18.0
2023-06-08,150104,23,Despejado,0.0,0.0,0.2,1016.0,11.0,17.0,19.25,22.0,18.0
2023-06-15,150104,24,Despejado,0.0,0.0,0.3,1011.0,10.0,16.0,19.0,22.0,18.0
2024-01-01,150104,1,Despejado,0.0,0.0,1.0,1015.0,13.0,13.0,22.0,23.0,19.0
2024-01-08,150104,2,Despejado,0.0,0.0,1.0,1012.0,6.0,18.0,22.0,25.0,21.0
2024-01-15,150104,3,,,,,1009.0,11.0,16.0,,,
2024-01-16,150104,3,Despejado,0.2,0.0,0.7,,,,22.0,25.0,21.0
2024-01-22,150104,4,,,,,1011.0,8.0,18.0,,,
2024-01-23,150104,4,Despejado,0.7,0.0,0.6,,,,22.0,26.0,21.0
2024-01-31,150104,5,Despejado,0.0,0.0,1.0,1012.0,12.0,17.0,22.0,26.0,20.0
2024-02-01,150104,5,Despejado,0.2,0.0,1.0,1012.0,9.0,15.0,23.0,28.0,21.0
2024-02-08,150104,6,Despejado,0.0,0.0,0.8,1010.0,8.0,17.0,23.0,27.0,23.0
2024-02-15,150104,7,Despejado,0.0,0.0,0.6,1012.0,5.0,16.0,23.0,27.0,22.0
2024-02-22,150104,8,Despejado,0.0,0.0,0.4,1011.0,12.0,20.0,23.0,27.0,23.0
2024-02-29,150104,9,Despejado,0.0,0.0,0.6,1012.0,8.0,17.0,23.0,26.0,22.0
2024-03-01,150104,9,Despejado,0.0,0.0,0.8,1014.0,10.0,16.0,23.0,25.0,21.0
2024-03-08,150104,10,Despejado,0.0,0.0,0.5,1011.0,11.0,17.0,23.0,26.0,21.0
2024-03-15,150104,11,,,,,1012.0,8.0,15.0,,,
2024-03-16,150104,11,Despejado,0.0,0.0,0.8,,,,21.0,25.0,20.0
2024-03-22,150104,12,,,,,1012.0,6.0,18.0,,,
2024-03-23,150104,12,Despejado,0.0,0.0,0.5,,,,22.0,25.0,20.0
2024-03-31,150104,13,Despejado,0.0,0.0,0.5,1014.0,7.0,16.0,22.0,25.0,19.0
2024-04-01,150104,14,Despejado,0.0,0.0,0.6,1015.0,7.0,14.0,21.0,24.0,18.0
2024-04-08,150104,15,Despejado,0.0,0.0,0.7,1013.0,5.0,13.0,20.0,23.0,19.0
2024-04-15,150104,16,Despejado,0.0,0.0,0.6,1013.0,10.0,18.0,19.0,23.0,19.0
2024-04-22,150104,17,Despejado,0.0,0.0,0.4,1012.0,7.0,14.0,20.0,24.0,19.0
2024-04-30,150104,18,Despejado,0.0,0.0,0.3,1011.0,8.0,14.0,19.0,24.0,19.0
2020-01-01,070102,1,Niebla,0.0,0.0,1.0,1012.0,4.0,13.0,19.0,22.0,19.0
2020-01-08,070102,2,Despejado,0.0,0.0,0.7,1013.0,8.0,16.0,19.0,21.0,19.0
2020-01-15,070102,3,,,,,1010.0,5.0,10.0,,,
2020-01-16,070102,3,Niebla,0.0,0.0,0.6,,,,19.0,23.0,20.0
2020-01-22,070102,4,,,,,1012.0,4.0,8.0,,,
2020-01-23,070102,4,Despejado,0.0,0.0,1.0,,,,19.0,24.0,19.0
2020-01-31,070102,5,Despejado,0.0,0.0,1.0,1011.0,6.0,12.0,19.0,24.0,21.0
2020-02-01,070102,5,Despejado,0.0,0.0,1.0,1011.0,6.0,8.0,21.0,24.0,20.0
2020-02-08,070102,6,Niebla,0.0,0.0,0.9,1012.0,4.0,10.0,21.0,23.0,20.0
2020-02-15,070102,7,Despejado,0.0,0.0,0.9,1010.0,9.0,10.0,21.0,23.0,20.0
2020-02-22,070102,8,Despejado,0.0,0.0,1.0,1012.0,4.0,7.0,21.0,23.0,21.0
2020-02-29,070102,9,Despejado,0.0,0.0,0.9,1012.0,6.0,9.0,21.0,24.0,21.0
2020-03-01,070102,9,Despejado,0.025,0.0,0.9,1013.0,4.0,12.0,22.0,23.0,21.0
2020-03-08,070102,10,Despejado,0.0,0.0,0.8,1011.0,4.0,11.0,22.0,25.0,21.0
2020-03-15,070102,11,,,,,1012.0,10.0,9.0,,,
2020-03-16,070102,12,Despejado,0.0,0.0,0.9,,,,21.0,24.0,21.0
2020-03-22,070102,12,,,,,1013.0,6.0,12.0,,,
2020-03-23,070102,13,Despejado,0.0,0.0,0.5,,,,21.0,24.0,19.0
2020-03-31,070102,14,Niebla,0.1,0.0,1.0,1010.0,4.0,10.0,20.0,22.0,18.0
2020-04-01,070102,14,Niebla,0.3,0.0,0.8,1012.0,4.0,8.0,,24.0,20.0
2020-04-08,070102,15,Niebla,0.0,0.0,1.0,1012.0,2.0,12.0,,23.0,19.0
2020-04-15,070102,16,Despejado,0.0,0.0,0.3,1013.0,4.0,9.0,,24.0,19.0
2020-04-22,070102,17,Despejado,0.0,0.0,0.5,1013.0,10.0,10.0,,20.0,18.0
2020-04-30,070102,18,Niebla,0.0,0.0,0.7,1012.0,0.0,7.0,,21.0,17.0
2020-05-01,070102,18,Niebla,0.0,0.0,0.2,1013.0,6.0,7.0,19.0,20.0,17.0
2020-05-08,070102,19,Niebla,0.0,0.0,0.8,1012.0,5.0,12.0,18.0,20.0,18.0
2020-05-15,070102,20,,,,,1012.0,8.0,8.0,,,
2020-05-16,070102,20,Despejado,0.0,0.0,0.9,,,,18.0,19.0,15.0
2020-05-22,070102,21,,,,,1013.0,8.0,13.0,,,
2020-05-23,070102,21,Despejado,0.0,0.0,0.6,,,,18.0,17.0,14.0
2020-05-31,070102,22,Despejado,0.0,0.0,0.8,1015.0,11.0,16.0,17.0,19.0,16.0
2020-06-01,070102,23,Niebla,0.0,0.0,0.9,1016.0,8.0,15.0,17.0,19.0,17.0
2020-06-08,070102,24,Despejado,0.0,0.0,0.9,1014.0,9.0,7.0,17.0,18.0,15.0
2021-01-08,070102,1,Despejado,0.0,0.0,0.9,1012.0,12.0,12.0,20.0,22.0,19.0
2021-01-15,070102,2,,,,,1012.0,6.0,10.0,,,
2021-01-16,070102,2,Despejado,0.0,0.0,0.8,,,,20.0,22.0,18.0
2021-01-22,070102,3,,,,,1011.0,6.0,9.0,,,
2021-01-23,070102,3,Niebla,0.0,0.0,0.4,,,,20.0,22.0,18.0
2021-01-31,070102,4,Despejado,0.0,0.0,0.1,1011.0,8.0,9.0,20.0,21.0,17.0
2021-02-01,070102,5,Despejado,0.0,0.0,0.4,1010.0,4.0,12.0,20.0,20.0,17.0
2021-02-07,070102,5,Despejado,0.0,0.0,1.0,,,,20.0,23.0,19.0
2021-02-08,070102,6,,,,,1011.0,8.0,12.0,,,
2021-02-14,070102,6,Despejado,0.0,0.0,0.5,,,,20.0,22.0,20.0
2021-02-15,070102,7,,,,,1012.0,6.0,11.0,,,
2021-02-21,070102,7,Niebla,0.0,0.0,0.2,,,,20.0,22.0,18.0
2021-02-22,070102,8,,,,,1012.0,3.0,9.0,,,
2021-02-28,070102,8,Niebla,0.0,0.0,0.9,1010.0,8.0,6.0,20.0,22.0,18.0
2021-03-01,070102,9,Despejado,0.0,0.0,0.9,1008.0,6.0,9.0,20.0,23.0,19.0
2021-03-08,070102,10,Despejado,0.0,0.0,0.6,1011.0,6.0,9.0,20.25,24.0,20.0
2021-03-15,070102,11,,,,,1011.0,4.0,12.0,,,
2021-03-16,070102,11,Despejado,0.0,0.0,1.0,,,,22.0,24.0,21.0
2021-03-22,070102,12,,,,,1011.0,8.0,8.0,,,
2021-03-23,070102,12,Despejado,0.0,0.0,0.6,,,,20.0,22.0,19.0
2021-03-31,070102,13,Despejado,0.0,0.0,0.9,1009.0,8.0,12.0,19.0,21.0,18.0
2021-04-01,070102,13,Niebla,0.0,0.0,0.5,1009.0,5.0,12.0,19.0,21.0,17.0
2021-04-08,070102,14,Niebla,0.0,0.0,0.9,1012.0,6.0,10.0,20.0,21.0,19.0
2021-04-15,070102,15,Niebla,0.0,0.0,0.9,1012.0,10.0,13.0,19.0,21.0,17.0
2021-04-22,070102,16,Niebla,0.0,0.0,1.0,1012.0,8.0,12.0,19.0,20.0,17.0
2021-04-30,070102,17,Niebla,0.0,0.0,0.9,1014.0,4.0,7.0,18.0,19.0,16.0
2021-05-01,070102,17,Niebla,0.0,0.0,0.8,1014.0,6.0,7.0,17.0,19.0,17.0
2021-05-08,070102,18,Despejado,0.0,0.0,0.5,1014.0,13.0,18.0,17.0,19.0,16.0
2021-05-15,070102,19,,,,,1014.0,6.0,10.0,,,
2021-05-16,070102,19,Despejado,0.0,0.0,0.3,,,,17.0,17.0,15.0
2021-05-22,070102,20,,,,,1013.0,6.0,8.0,,,
2021-05-23,070102,20,Despejado,0.0,0.0,0.9,,,,17.0,19.0,15.0
2021-05-31,070102,22,Despejado,0.0,0.0,0.9,1015.0,11.0,10.0,17.0,19.0,16.0
2021-06-01,070102,22,Despejado,0.0,0.0,1.0,1012.0,10.0,18.0,18.0,18.0,16.0
2021-06-08,070102,23,Despejado,0.0,0.0,0.8,1015.0,4.0,12.0,18.0,19.0,15.0
2021-06-15,070102,24,Despejado,0.0,0.0,0.1,1016.0,6.0,15.0,18.0,19.0,17.0
2022-01-08,070102,1,Despejado,0.0,0.0,0.7,1013.0,6.0,13.0,19.5,22.0,19.0
2022-01-15,070102,2,,,,,1014.0,8.0,10.0,,,
2022-01-16,070102,2,Despejado,0.0,0.0,0.9,,,,20.0,22.0,19.0
2022-01-22,070102,3,,,,,1011.0,12.0,11.0,,,
2022-01-23,070102,3,Despejado,0.0,0.0,0.8,,,,20.0,21.0,18.0
2022-01-31,070102,5,Despejado,0.0,0.0,0.8,1014.0,8.0,12.0,19.0,21.0,18.0
2022-02-01,070102,5,Despejado,0.0,0.0,0.8,1013.0,8.0,16.0,19.0,21.0,18.0
2022-02-07,070102,6,Niebla,0.0,0.0,0.8,,,,19.0,21.0,18.0
2022-02-08,070102,6,,,,,1012.0,2.0,9.0,,,
2022-02-14,070102,7,Despejado,0.0,0.0,0.2,,,,19.0,21.0,19.0
2022-02-15,070102,7,,,,,1011.0,7.0,12.0,,,
2022-02-21,070102,8,Niebla,0.0,0.0,1.0,,,,19.0,21.0,18.0
2022-02-22,070102,8,,,,,1011.0,4.0,11.0,,,
2022-02-28,070102,9,Niebla,0.0,0.0,1.0,1012.0,11.0,12.0,19.0,21.0,19.0
2022-03-01,070102,9,Niebla,0.0,0.0,1.0,1013.0,6.0,13.0,19.0,21.0,18.0
2022-03-08,070102,10,Niebla,0.0,0.0,0.8,1011.0,2.0,8.0,19.0,24.0,19.0
2022-03-15,070102,11,,,,,1011.0,8.0,14.0,,,
2022-03-16,070102,11,Despejado,0.0,0.0,0.6,,,,19.0,22.0,19.0
2022-03-22,070102,12,,,,,1010.0,6.0,14.0,,,
2022-03-23,070102,12,Niebla,0.0,0.0,0.9,,,,19.0,19.0,17.0
2022-03-31,070102,13,Niebla,0.0,0.0,0.7,1010.0,10.0,13.0,19.0,20.0,17.0
2022-04-01,070102,13,Niebla,0.0,0.0,0.8,1011.0,8.0,16.0,,19.0,16.0
2022-04-08,070102,14,Despejado,0.0,0.0,0.9,1009.0,10.0,9.0,,20.0,17.0
2022-04-15,070102,15,Despejado,0.0,0.0,0.9,1012.0,10.0,13.0,,19.0,16.0
2022-04-22,070102,16,Niebla,0.0,0.0,0.9,1014.0,14.0,12.0,,19.0,17.0
2022-04-30,070102,17,Niebla,0.0,0.0,0.9,1012.0,6.0,9.0,,18.0,16.0
2022-05-01,070102,17,Niebla,0.0,0.0,0.9,1010.0,8.0,9.0,16.0,18.0,16.0
2022-05-08,070102,18,Despejado,0.0,0.0,0.6,1015.0,10.0,16.0,16.0,18.0,15.0
2022-05-15,070102,19,,,,,1015.0,6.0,7.0,,,
2022-05-16,070102,20,Despejado,0.0,0.0,0.8,,,,16.0,17.0,15.0
2022-05-22,070102,20,,,,,1016.0,4.0,10.0,,,
2022-05-23,070102,21,Despejado,0.0,0.0,0.9,,,,16.0,18.0,14.0
